[enemies]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
e_cursed_doll_1|Cursed Doll|Kirottu Nukke|Boneca Amaldiçoada|Проклятая Кукла|詛咒娃娃|呪われた人形|재앙 인형|Verfluchte Puppe|Poupée maudite|Muñeca Maldita|Przeklęta Lalka
e_cursed_doll_2|Fetish Voodoo Doll|Voodoo nukke|Boneca Voodoo Enfeitiçada|Фетишистская Кукла Вуду|巫毒巫術傀儡|フェチ・ブードゥー・ドール|부두 인형|Fetisch-Voodoo-Puppe|Poupée fétiche vaudou|Muñeca Vudú Hechizada|Lalka Voodoo Fetysz
e_cursed_doll_3|Stygian Puppet|Synkkä Nukke|Marionete do Estígio|Стигийская Марионетка|冥河木偶|地獄の操り人形|지옥의 꼭두각시|Schauerliche Marionette|Marionnette effrayante|Marioneta Estigia|Stygijska Marionetka
e_hollow_stump_1|Hollow Stump|Ontto kanto|Toco Vazio|Полый Обрубок|空心樹樹精|中空の切り株|공허 그루터기|Ausgehöhlter Stumpf|Souche creuse|Tocón Hueco|Wydrążony Pień
e_hollow_stump_2|Hollow Terror|Ontto kauhu|Terror Vazio|Пустой Ужас|恐怖空心樹|中空テロ|헛된 공포|Ausgehöhlter Terror|Terreur évidée|Terror Hueco|Wydrążony Terror
e_hollow_stump_3|Deepwood Horror|Syvän metsän kammotus|Árvore do Horror Profundo|Ужас Темнолесья|深林恐怖樹精|ディープ・ウッド・ホラー|깊은 숲의 공포|Das Grauen aus Wald|Horreur de la forêt|Horror del Bosque Profundo|Głębinowy Horror Lasu
e_damned_legion_1|Damned Legion|Kirottu legioonalainen|Legião Maldita|Проклятый Легион|詛咒軍團|呪われた軍団|저주받은 군단병|Verfluchter Legionär|Légionnaire damné|Legión Maldita|Potępiony Legion
e_damned_legion_2|Forsaken Soldier|Unohdettu sotilas|Soldado Abandonado|Покинутый Солдат|被遺棄的士兵|見捨てられたソルジャー|버려진 병사|Verlassener Soldat|Soldat abandonné|Soldado Abandonado|Odrzucony Żołnierz
e_damned_legion_3|Satanic Commander|Saatanallinen komentaja|Comandante Satânico|Сатанинский Командир|撒旦指揮官|魔王のコマンダー|사탄 지휘관|Satanischer Kommandant|Commandant satanique|Comandante Satánico|Sataniczny Dowódca
e_levitating_horror_1|Levitating Horror|Levitoiva kauhu|Horror Levitante|Парящий Ужас|懸浮恐懼|浮遊するホラー|부유 공포|Schwebender Horror|Horreur volante|Horror Levitante|Lewitujący Horror
e_levitating_horror_2|Soul Horror|Sielukauhu|Horror da Alma|Ужас Души|靈魂恐懼|ソウル・ホラー|영혼 공포|Seelen-Horror|Horreur de l'âme|Horror del Alma|Horror Dusz
e_levitating_horror_3|Soul Cancer|Sielusyöpä|Câncer da Alma|Рак Души|靈魂蝕病|ソウル・キャンサー|영혼 암|Seelenkrebs|Cancer de l'âme|Cáncer del Alma|Rak Dusz
e_goblin_cannoneer_1|Goblin Cannoneer|Peikkopommittaja|Goblin Artilheiro|Канонир - Гоблин|地精砲手|ゴブリン砲手|고블린 포병|Goblin-Kanonier|Canonnier gobelin|Goblin Cañonero|Goblin Kanonier
e_goblin_cannoneer_2|Crazy Bombardier|Hullu pommittaja|Bombardeiro Louco|Сумасшедший Бомбардир|瘋狂投彈手|クレイジー・ボンバルディア|광분 포격수|Verrückter Bombenschütze|Bombardier fou|Bombardero Loco|Szalony Bombardier
e_goblin_cannoneer_3|Explosion Expert|Räjähde-ekspertti|Especialista em Explosão|Эксперт по взрывам|爆破專家|爆発エキスパート|폭발 전문가|Explosionsexperte|Expert en explosions|Experto en Explosivos|Ekspert od Wybuchów
e_ghost_skeleton_archer_1|Archer Anomaly|Jousimieskummajainen|Arqueiro da Anomalia|Аномалия Лучника|弓箭手異象|アーチャーの異常|뒤틀린 궁수|Bogenschützen-Anomalie|Anomalie de l'archer|Arquero de la Anomalía|Anomalia Łucznika
e_ghost_skeleton_archer_2|Lost Ghost|Kadonnut haamu|Fantasma Perdido|Потерянный Призрак|迷失幽靈|ロスト・ゴースト|길 잃은 유령|Verlorener Geist|Esprit perdu|Fantasma Perdido|Zagubiona Zjawa
e_ghost_skeleton_archer_3|Awaken Horror|Herännyt kauhu|Horror Despertado|Пробудить Ужас|覺醒恐懼|アウェイク・ホラー|깨어난 공포|Erwachen Horror|Horreur éveillée|Horror Despertado|Przebudzony Horror
e_ghost_skeleton_1|Skeletal Ghost|Luurankohaamu|Fantasma Esquelético|Призрак - Скелет|幽靈骷髏|スケルトン・ゴースト|해골 유령|Skelett-Geist|Fantôme squelettique|Fantasma Esquelético|Szkieletowa Zjawa
e_ghost_skeleton_2|Wandering Soul|Vaeltava sielu|Alma Errante|Блуждающая Душа|游蕩靈魂|放浪魂|방랑 영혼|Wandernde Seele|Âme errante|Alma Errante|Wędrująca Dusza
e_ghost_skeleton_3|Lost Anomaly|Kadonnut kummajainen|Anomalia Perdida|Потерянная Аномалия|迷失異象|失われた異常|뒤틀린 망령|Verlorene Anomalie|Anomalie perdue|Anomalía Perdida|Zagubiona Anomalia
e_frost_dragon_1|Frozen Whelpling|Jäinen pentu|Dragãozinho Congelado|Замороженный Щенок|冰封幼龍|凍結の竜の子|새끼 빙룡|Gefrorenes Rädchen|Rouet congelé|Dragoncito Congelado|Zamarznięty Whelpling
e_frost_dragon_2|Chilling Drake|Hyytävä lohikäärme|Dragão Congelado|Леденящий душу Дрейк|寒霜飛龍|チリング・ドレーク|빙룡|Eisiger Drache|Drake glacial|Draco Gélido|Chłodzący Drake
e_frost_dragon_3|Awoken Frostburn|Herännyt Pakkaspurema|Queima-Frio Despertado|Разбуженный Фростберн|覺醒霜凍精|目覚めたフロストバーン |어우큰 프로스트번|Erwachter Frostbrand|Brûlure de givre|Quemahielo Despertado|Przebudzony Frostburn
e_frost_goblin_1|Tundra Goblin|Tundrapeikko|Goblin da Tundra|Тундровый Гоблин|苔原地精|ツンドラ・ゴブリン|툰드라 고블린|Tundra-Goblin|Gobelin de la toundra|Goblin de la Tundra|Tundrowy Goblin
e_frost_goblin_2|Chilling Tinker|Hyinen näpertelijä|Funileiro Congelado|Леденящий Душу Тинкер|寒霜地精修補匠|チリング・ティンカー|혹한의 땜장이|Eisiger Tüftler|Penseur glacial|Hojalatero Gélido|Chłodzący Majsterkowicz
e_frost_goblin_3|Da Frozen Bling|Jäätynyt Blingi|Da Bling Congelado|Замороженные Побрякушки Da|寒霜地精王|ダ・フローズン・ブリング|서리의 다 블링|Der gefrorene Bling|Bling-bling gelé|Da Bling Congelado|Da Frozen Bling
e_ice_elemental_1|Ice Elemental|Jääelementaali|Elemental de Gelo|Элементаль Льда|冰元素|アイス・エレメンタル|결빙 원소|Eis-Elementar|Élémentaire de glace|Elemental de Hielo|Żywiołak Lodu
e_ice_elemental_2|Dark Ice Magician|Pimeä jäätaikuri|Mago do Gelo Sombrio|Темный Ледяной Маг|黑冰術士|ダーク・アイス・マジシャン|결빙 흑마법사|Dunkler Eiszauberer|Magicien de glace sombre|Mago de Hielo Oscuro|Mroczny Mag Lodu
e_ice_elemental_3|Frost Apparition|Pakkasilmestys|Aparição Congelada|Морозное Видение|冰霜幻影|霜の鬼魅|혹한의 발현|Frostige Erscheinung|Apparition du givre|Aparición de Escarcha|Zjawa Mrozu
e_shadeOfIce_1|Essence of Ice|Jään olemus|Essência de Gelo|Эссенция Льда|冰之精華|アイスのエッセンス|아이스 에센스|Essenz des Eises|Essence de Glace|Esencia de Hielo|Esencja Lodu
e_shadeOfIce_2|Frost Essence|Huurteen olemus|Essência de Gelo|Эссенция Мороза|冰霜精華|フロストエッセンス|프로스트 에센스|Frostessenz|Essence de Givre|Esencia de Escarcha|Esencja Mrozu
e_shadeOfIce_3|Shade of Ice|Jään sävy |Tom de Gelo |Оттенок Льда |冰之陰影|氷のシェード |쉐이드 에센스|Schatten des Eises|Ombre de Glace |Sombra de Hielo|Cień Lodu
e_pyramid_guardian_1|Pyramid Guardian|Pyramidin suojelija|Guardião da Pirâmide|Страж Пирамиды|金字塔守護者|ピラミッド・ガーディアン|피라미드 수호자|Pyramidenwächter|Gardien de la pyramide|Guardián de la Pirámide|Strażnik Piramidy
e_pyramid_guardian_2|Tomb Legion|Hautalegioonalainen|Legião da Tumba|Могильный Легион|古墓軍團|墓軍団|병마용|Grab-Legionär|Légionnaire des tombes|Legión de la Tumba|Legion Grobu
e_pyramid_guardian_3|Anubis Worshipper|Anubiksen palvoja|Adorador de Anúbis|Поклоняющийся Анубису|阿努比斯崇拜者|アヌビスの崇拝者|아누비스 숭배자|Anubis Anbeterin|Adorateur d'Anubis|Adorador de Anubis|Wyznawca Anubisa
e_frost_skeleton_1|Frost Legion|Jäätynyt legioonalainen|Legião Congelada|Ледяной Легион|冰霜軍團|フロスト軍団|혹한 군단병|Frost-Legion|Légionnaire du givre|Legión de Escarcha|Mroźny Legion
e_frost_skeleton_2|Dark Commander|Tumma komentaja|Comandante Sombrio|Темный Командир|暗黑指揮官|ダーク・コマンダー|암흑 지휘관|Dunkler Kommandant|Commandant des ténèbres|Comandante Oscuro|Mroczny Dowódca
e_frost_skeleton_3|Frozen Champion|Jäämestari|Campeão Congelado|Замороженный Чемпион|冰霜頭目|凍結のチャンピオン|서리 챔피언|Gefrorener Champion|Champion de glace|Campeón Congelado|Zamrożony Champion
e_goblin_devilkin_1|Devilkin|Piru-Peikko|Devilkin|Дьяволкин|小惡魔|小悪魔|악귀|Teufelchen|Diablotin|Devilkin|Diablik
e_goblin_devilkin_2|Slave Master|Orjamestari|Mestre dos Escravos|Раб - Хозяин|奴隸主|スレーブ・マスター|노예주|Sklavenmeister|Maître esclavagiste|Maestro de Esclavos|Pan Niewolników
e_goblin_devilkin_3|Hellspawn Shaman|Helvetin Shamaani|Xamã Nascido no Inferno|Шаман - Исчадие Ада|地獄薩滿|フェイスボール・シャーマン|지옥에서 태어난 주술사|Höllenschamane|Chaman de l'engeance|Chamán Infernal|Szaman Piekielnego Pomiotu
e_goblin_bomber_1|Goblin Bomber|Peikkopommittaja|Goblin Bombardeiro|Гоблин - Бомбардировщик|地精投彈手|ゴブリン・ボンバー|고블린 폭파범|Goblin-Bomber|Bombardier gobelin|Goblin Bombardero|Goblin Bombowiec
e_goblin_bomber_2|Bomb Engineer|Pommi-insinööri|Engenheiro de Bombas|Инженер - взрывотехник|爆破工程師|爆弾技師|폭탄 기술자|Bombeningenieur|Ingénieur bombardier|Ingeniero de Bombas|Inżynier Bomb
e_goblin_bomber_3|Manic Bomber|Maaninen pommittaja|Bombardeiro Maníaco|Маниакальный Бомбардировщик|狂躁擲彈手|躁病のボンバー|광분의 폭파범|Manischer Bomber|Bombardier maniaque|Bombardero Maníaco|Maniczny Bombowiec
e_organic_anomaly_1|Organic Anomaly|Orgaaninen kummajainen|Anomalia Orgânica|Органическая Аномалия|血肉異象|有機異形|뒤틀린 장기|Organische Anomalie|Anomalie organique|Anomalía Orgánica|Organiczna Anomalia
e_organic_anomaly_2|Sack of Flesh|Lihasäkki|Saco de Carne|Мешок Плоти|血肉囊袋|血肉の袋|살코기 뭉텅이|Fleischsack|Sac de chair|Saco de Carne|Wór Ciała
e_organic_anomaly_3|Flesh of Satan|Saatanan liha|Carne de Satã|Плоть сатаны|撒旦血肉|サタンの血肉|사탄의 살코기|Fleisch des Satans|Chair de Satan|Carne de Satán|Ciało Satana
e_skeleton_samurai_1|Skeletal Samurai|Luurankosamurai|Samurai Esquelético|Скелет Самурая|骷髏武士|スケルトン・サムライ|해골 사무라이|Skelett-Samurai|Samouraï squelette|Samurái Esquelético|Szkieletowy Samuraj
e_skeleton_samurai_2|Ancient Zen Legion|Muinainen Zen-legioonalainen|Legião Zen Anciã|Древний дзенский Легион|遠古禪宗軍團|古代禅軍団|고대의 선병|Uralter Zen-Legionär|Légionnaire zen ancestral|Legión Zen Ancestral|Pradawny Zen Legion
e_skeleton_samurai_3|Samurai Warlord|Samurai sotapäällikkö|Samurai Senhor de Guerra|Военачальник - самурай|武士軍閥|サムライ武将|장군 사무라이|Samurai-Kriegsherr|Seigneur de guerre samouraï|Samurái Señor de la Guerra|Władca Samurajów
e_piranha_1|Piranha|Piraija|Piranha|Пиранья|食人魚|ピラニア|피라냐|Piranha|Piranha|Piraña|Piranha
e_piranha_2|Frenzied Piranha|Raivokas piraija|Piranha Frenética|Взбешенная Пиранья|狂暴食人魚|狂暴なピラニア|광란 피라냐|Fieberhafter Piranha|Piranha frénétique|Piraña Frenética|Oszałomiona Piranha
e_piranha_3|Colossal Piranha|Jättiläispiraija|Piranha Colossal|Колоссальная Пиранья|巨型食人魚|巨大なピラニア|거대 피라냐|Kolossaler Piranha|Piranha colossal|Piraña Colosal|Kolosalna Piranha
e_rift_grunt_1|Rift Grunt|Repeämäkätryi|Grunhido da Fenda|Рифтовое Ворчание|裂隙步兵|割れ目のブーブー獣|균열의 소리|Kluft-Grunzen|Grondeur de la faille|Soldado de la Grieta|Pomiot Riftu
e_rift_grunt_2|Astral Warrior|Astraalisoturi|Guerreiro Astral|Астральный Воин|星界戰士|アストラル・ウオーリアー|성계 전사|Astraler Krieger|Guerrier astral|Guerrero Astral|Astralny Wojownik
e_rift_grunt_3|Rift Commander|Repeämäkomentaja|Comandante da Fenda|Командующий Рифтом|裂隙指揮官|割れ目のコマンダー|균열의 지휘관|Kluftkommandant|Commandant de la faille|Comandante de la Grieta|Dowódca Riftu
e_corrosive_ooze_1|Corrosive Ooze|Syövyttävä lima|Lodo Corrosivo|Едкий ил|腐蝕軟泥|腐食性のある粘液|부패된 분비물|Ätzender Schlamm|Boue corrosive|Lodo Corrosivo|Żrący Śluz
e_corrosive_ooze_2|Unstable Matter|Epävakaa materia|Matéria Instável|Нестабильная Материя|不穩定物質|不安定な物質|불안정 물질|Instabile Materie|Matière instable|Materia Inestable|Niestabilna Materia
e_corrosive_ooze_3|Devouring Slime|Lima-ahmija|Gosma Devoradora|Пожирающая Слизь|噬滅史萊姆|パクパク・スライム|포식 슬라임|Verschlingender Schleim|Vase dévorante|Baba Devoradora|Pożerający Szlam
e_corrupted_monk_1|Corrupted Monk|Korruptoitunut munkki|Monge Corrupto|Развращенный Монах|墮落武僧|堕落した修道士|타락한 수도승|Verderbter Mönch|Moine corrompu|Monje Corrupto|Skażony Mnich
e_corrupted_monk_2|Enlightened Horror|Valaistunut kauhu|Horror Iluminado|Просветленный Ужас|覺悟恐懼|開化したホラー|깨우친 공포|Erleuchteter Horror|Horreur illuminée|Horror Iluminado|Oświecony Horror
e_corrupted_monk_3|Shaolin Demigod|Shaolin puolijumala|Shaolin Semideus|Шаолиньский Полубог|少林半神|少林寺の邪神|반신 소림|Shaolin Halbgott|Demi-dieu de Shaolin|Semidiós Shaolin|Półbóg Shaolin
e_giant_1|Astral Giant|Astraalijättiläinen|Gigante Astral|Астральный Гигант|星界巨人|アストラル・ジャイアント|성계 거수|Astraler Riese|Géant astral|Gigante Astral|Astralny Gigant
e_giant_2|Rift Walker|Repeämäkulkija|Caminhante da Fenda|Ходок по Рифтам|裂隙行者|割れ目のウォーカー|균열을 걷는 자|Riss Gehhilfe|Voyageur de la faille|Caminante de la Grieta|Wędrowiec Riftu
e_giant_3|Gorgon Giant|Jättiläis Gorgon|Górgona Gigante|Гигантская Горгона|巨型蛇髮女妖|ゴーゴン・ジャイアント|거대 고르곤|Gorgon-Riese|Gorgone géante|Gigante Gorgona|Gigant Gorgona
e_headless_butler_1|Headless Butler|Päätön hovimestari|Mordomo sem Cabeça|Безголовый Дворецкий|無頭管家|ヘッドレス・バトラー|머리 없는 집사|Kopfloser Butler|Majordome sans tête|Mayordomo sin Cabeza|Bezgłowy Kamerdyner
e_headless_butler_2|Butler of Death|Kuoleman hovimestari|Mordomo da Morte|Дворецкий Смерти|死亡管家|バトラー・オブ・デス|죽음의 집사|Butler des Todes|Majordome de la Mort|Mayordomo de la Muerte|Kamerdyner Śmierci
e_headless_butler_3|Corpse Assistant|Ruumisavustaja|Assistente de Cadáver|Помощник Трупа|屍體助手|死体アシスタント|시체 집사|Leichen-Assistentin|Assistant cadavérique|Asistente Cadáver|Asystent Trup
e_haunted_book_1|Haunted Book|Kirottu kirja|Livro Assombrado|Книга с Привидениями|作祟魔典|お化けの本|빙의서|Gespenstisches Buch|Livre hanté|Libro Embrujado|Nawiedzona Księga
e_haunted_book_2|Horror Diary|Kauhupäiväkirja|Diário dos Horrores|Дневник ужасов|恐怖日記|ホラー・ダイアリー|빙의 수첩|Horror-Tagebuch|Journal de l'horreur|Diario del Horror|Dziennik Horroru
e_haunted_book_3|Corrupted Necronomicon|Korruptoitunut Necronomicon|Necronomicon Corrompido|Испорченный Некрономикон|墮落死者之書|堕落したネクロノミコン|저주받은 네크로노미콘|Beschädigtes Necronomicon|Necronomicon|Necronomicón Corrompido|Skażony Necronomicon
e_flesh_plant_1|Flesh Plant|Lihakasvi|Planta de Carne|Мякоть Растения|血肉植物|血肉の植物|육식 식물|Fleischpflanze|Plante carnivore|Planta de Carne|Roślina Mięsożerna
e_flesh_plant_2|Carnivorous|Lihansyöjä|Carnívoro|Плотоядный|食肉植物|肉食者|식인 식물|Fleischfressend|Dévoreur de chair|Carnívoro|Mięsożerna
e_flesh_plant_3|Fertilized Horror|Hedelmällinen kammotus|Horror Fertilizado|Оплодотворенный Ужас|異變血肉花|肥沃となったホラー|공포 식물|Befruchteter Horror|Horreur enrichie|Horror Fertilizado|Nawóz Horroru
e_spider_sibling_1|Spider Sibling|Hämähäkkisisarus|Aranha Irmã|Брат - Паук|蜘蛛幼蟲|スパイダー同胞|새끼 거미|Spinne|Araignée|Araña Hermana|Rodzeństwo Pająka
e_spider_sibling_2|Giant Spider|Jättiläis-Hämähäkki|Aranha Gigante|Гигантский Паук|巨型蜘蛛|ジャイアント・スパイダー|거대 거미|Riesenspinne|Araignée géante|Araña Gigante|Olbrzymi Pająk
e_spider_sibling_3|Arachnid Mother|Arachnid Emo|Mãe Aracnídea|Мать - Паукообразный|育母蛛王|蛛系魔の母|어미 거미|Arachnidenmutter|Mère arachnide|Madre Arácnida|Matka Pająków
e_slime_1|Slime|Lima|Gosma|Слизь|史萊姆|スライム|슬라임|Schleim|Slime|Slime|Szlam
e_slime_2|Slime Champion|Limamestari|Gosma Campeã|Чемпион По Слизи|史萊姆鬥士|スライムチャンピオン|챔피언 슬라임|Schleim-Champion|Slime champion|Slime Campeón|Champion Szlamu
e_slime_3|Toxic Waste|Myrkkyjäte|Resíduo Tóxico|Токсичные отходы|有毒廢料|有毒廃棄物|독폐수 슬라임|Giftiger Abfall|Déchet toxique|Residuo Tóxico|Toksyczne Odpady
